sample energy luminosity br     nsignal nserrl nserrh eff    isr   vp   N0
#4190    4.190     570.03    0.0938    0.0       5.9       5.9       0.10100   0.866     1.056     100000.0  
#4200    4.200     526.00    0.0938    0.0       1.0       1.0       0.10800   0.870     1.056     50000.0   
#4210    4.210     572.05    0.0938    9.4       5.9       5.9       0.11600   0.876     1.057     100000.0  
#4220    4.220     569.20    0.0938    11.9      3.5       3.5       0.12100   0.878     1.056     100000.0  
#4230    4.230     1100.94   0.0938    76.9      8.6       8.6       0.12600   0.885     1.056     100000.0  
#4237    4.237     530.30    0.0938    12.4      6.8       6.8       0.13200   0.885     1.056     50000.0   
4245    4.245     55.88     0.0938    8.1       3.2       3.2       0.13300   0.888     1.055     50000.0   
4246    4.246     538.10    0.0938    17.6      9.5       9.5       0.13200   0.887     1.056     50000.0   
4260    4.260     828.40    0.0938    100.2     13.5      13.5      0.14200   0.887     1.054     100000.0  
4270    4.270     531.10    0.0938    52.4      10.0      10.0      0.14400   0.883     1.053     50000.0   
4280    4.280     175.70    0.0938    22.7      6.8       6.8       0.14400   0.874     1.053     50000.0   
4290    4.290     502.40    0.0938    94.3      12.1      12.1      0.13500   0.865     1.053     50000.0   
4310    4.310     45.08     0.0938    9.5       3.6       3.6       0.18000   0.811     1.052     50000.0   
#4315    4.315     501.20    0.0938    127.7     40.9      40.9      0.16900   0.784     1.052     50000.0   
4340    4.340     505.00    0.0938    214.4     35.3      35.3      0.19500   0.705     1.051     50000.0   
4360    4.360     543.90    0.0938    356.4     32.9      32.9      0.21700   0.758     1.051     50000.0   
4380    4.380     522.70    0.0938    305.8     7.7       7.7       0.20200   0.803     1.051     50000.0   
#4390    4.390     55.57     0.0938    10.5      7.3       7.3       0.21400   0.805     1.051     50000.0   
4400    4.400     507.80    0.0938    300.4     9.0       9.0       0.20000   0.798     1.051     50000.0   
4420    4.420     1090.70   0.0938    830.1     36.2      36.2      0.22000   0.843     1.052     100000.0  
4440    4.440     569.90    0.0938    270.3     29.5      29.5      0.19800   0.996     1.054     50000.0   
4470    4.470     111.09    0.0938    44.0      14.9      14.9      0.19000   1.045     1.055     50000.0   
4530    4.530     112.12    0.0938    46.4      7.3       7.3       0.21600   0.956     1.054     50000.0   
4575    4.575     48.93     0.0938    11.7      6.4       6.4       0.21200   1.022     1.054     50000.0   
4600    4.600     586.90    0.0938    111.4     21.1      21.1      0.21400   1.017     1.055     50000.0   
4610    4.610     102.50    0.0938    15.3      14.7      14.7      0.21700   1.012     1.055     50000.0   
4620    4.620     511.06    0.0938    133.7     19.4      19.4      0.22000   1.008     1.054     50000.0   
4640    4.640     541.37    0.0938    158.9     23.7      23.7      0.22000   0.996     1.054     50000.0   
4660    4.660     528.63    0.0938    144.0     20.9      20.9      0.22400   0.983     1.054     50000.0   
4680    4.680     1631.73   0.0938    637.8     54.3      54.3      0.23100   0.974     1.054     100000.0  
4700    4.700     526.20    0.0938    113.0     23.5      23.5      0.23200   0.962     1.055     50000.0   
